device,platform,day,Test Size,maxspflops,maxdpflops,gmem_readbw,gmem_writebw,gmem_readbw_strided,gmem_writebw_strided,lmem_readbw,lmem_writebw,tex_readbw,bspeed_download,bspeed_readback,fft_sp,ifft_sp,fft_sp_pcie,ifft_sp_pcie,fft_dp,ifft_dp,fft_dp_pcie,ifft_dp_pcie,sgemm_n,sgemm_t,sgemm_n_pcie,sgemm_t_pcie,dgemm_n,dgemm_t,dgemm_n_pcie,dgemm_t_pcie,md_sp_flops,md_sp_bw,md_sp_flops_pcie,md_sp_bw_pcie,md_dp_flops,md_dp_bw,md_dp_flops_pcie,md_dp_bw_pcie,reduction,reduction_pcie,reduction_dp,reduction_dp_pcie,scan,scan_pcie,scan_dp,scan_dp_pcie,sort,sort_pcie,spmv_csr_scalar_sp,spmv_csr_vector_sp,spmv_ellpackr_sp,spmv_csr_scalar_dp,spmv_csr_vector_dp,spmv_ellpackr_dp,stencil,stencil_dp,s3d,s3d_pcie,s3d_dp,s3d_dp_pcie,triad_bw,ocl_kernel,ocl_queue,bfs,bfs_pcie,bfs_teps,md5hash
gtx680,nvocl50,5/1/2010,,3042.28,142.108,148.561,154.894,11.6549,4.82307,729.418,791.324,242.782,6.21679,6.71629,54.5424,51.9948,21.2961,20.8963,22.5064,19.6047,9.8375,9.23974,583.234,685.109,494.235,565.491,119.585,107.927,104.176,95.2163,,29.1397,,12.82,,24.0112,,14.797,146.282,5.78165,147.599,5.78534,44.543,2.96394,41.7129,2.94874,0.433422,0.381323,1.21733,16.9475,19.5372,1.1668,9.62615,16.2839,130.989,47.7767,65.8075,49.0865,24.1144,18.5637,6.07319,0.00275414,0.00648075,2.0512,1.6081,7.47E+07,
gtx680,nvocl50,5/2/2010,,3042.28,142.108,148.561,154.894,11.6549,4.82307,729.418,791.324,242.782,6.21679,6.71629,54.5424,51.9948,21.2961,20.8963,22.5064,19.6047,9.8375,9.23974,583.234,685.109,494.235,565.491,119.585,107.927,104.176,95.2163,,29.1397,,12.82,,24.0112,,14.797,146.282,5.78165,147.599,5.78534,44.543,2.96394,41.7129,2.94874,0.433422,0.381323,1.21733,16.9475,19.5372,1.1668,9.62615,16.2839,130.989,47.7767,65.8075,49.0865,24.1144,18.5637,6.07319,0.00275414,0.00648075,2.0512,1.6081,7.47E+07,
gtx690,best,5/1/2010,,2899.07,135.42,152.388,156.645,11.1743,4.77072,768.639,833.142,261.397,12.3532,12.7959,159.48,158.915,48.2521,48.2003,56.2783,53.4203,21.4315,21.0036,1387.45,1338.36,1192.8,1156.34,127.44,125.817,121.325,119.853,0,45.4116,0,22.9741,0,52.6179,0,31.3456,149.449,11.3504,149.345,11.3478,42.8132,5.47023,40.1725,5.43033,2.42457,1.74891,1.3874,20.769,21.6391,1.29926,17.7992,16.2416,120.753,46.2379,65.4243,53.7085,29.8426,27.385,12.3641,0.0028141,0.0057025,2.12426,1.8558,72582200,
gtx690,best,5/2/2010,,2899.07,135.42,152.388,156.645,11.1743,4.77072,768.639,833.142,261.397,12.3532,12.7959,159.48,158.915,48.2521,48.2003,56.2783,53.4203,21.4315,21.0036,1387.45,1338.36,1192.8,1156.34,127.44,125.817,121.325,119.853,0,45.4116,0,22.9741,0,52.6179,0,31.3456,149.449,11.3504,149.345,11.3478,42.8132,5.47023,40.1725,5.43033,2.42457,1.74891,1.3874,20.769,21.6391,1.29926,17.7992,16.2416,120.753,46.2379,65.4243,53.7085,29.8426,27.385,12.3641,0.0028141,0.0057025,2.12426,1.8558,72582200,
gtx690,cuda50,5/1/2010,,2838.55,135.408,152.388,156.645,9.66304,4.59435,768.639,833.142,261.397,12.3299,12.7753,159.48,158.915,48.2521,48.2003,56.2783,53.4203,21.4315,21.0036,1387.45,1338.36,1192.8,1156.34,127.44,125.817,121.325,119.853,,45.4116,,22.9741,,52.6179,,31.3456,149.449,11.3504,149.345,11.3478,0,0,0,0,2.42457,1.74891,1.3874,20.769,21.6391,1.29926,17.7992,16.2416,98.569,38.9409,52.2896,48.4528,29.8426,27.385,12.3641,,,0.903154,0.825423,5.47E+07,
gtx690,cuda50,5/2/2010,,2838.55,135.408,152.388,156.645,9.66304,4.59435,768.639,833.142,261.397,12.3299,12.7753,159.48,158.915,48.2521,48.2003,56.2783,53.4203,21.4315,21.0036,1387.45,1338.36,1192.8,1156.34,127.44,125.817,121.325,119.853,,45.4116,,22.9741,,52.6179,,31.3456,149.449,11.3504,149.345,11.3478,0,0,0,0,2.42457,1.74891,1.3874,20.769,21.6391,1.29926,17.7992,16.2416,98.569,38.9409,52.2896,48.4528,29.8426,27.385,12.3641,,,0.903154,0.825423,5.47E+07,
gtx690,nvocl50,5/1/2010,,2899.07,135.42,148.347,155.653,11.1743,4.77072,693.419,754.064,230.102,12.3532,12.7959,54.3929,52.3091,30.4778,29.8124,21.4608,18.6887,13.2498,12.1382,543.213,621.348,499.713,565.894,113.998,103.657,106.333,97.2831,,28.9374,,17.8231,,23.8195,,18.2104,145.468,11.3401,147.022,11.3476,42.8132,5.47023,40.1725,5.43033,0.414502,0.388775,1.21637,16.4462,18.9113,1.16567,9.53121,15.935,120.753,46.2379,65.4243,53.7085,23.4762,18.8044,11.4553,0.0028141,0.0057025,2.12426,1.8558,7.26E+07,
gtx690,nvocl50,5/2/2010,,2899.07,135.42,148.347,155.653,11.1743,4.77072,693.419,754.064,230.102,12.3532,12.7959,54.3929,52.3091,30.4778,29.8124,21.4608,18.6887,13.2498,12.1382,543.213,621.348,499.713,565.894,113.998,103.657,106.333,97.2831,,28.9374,,17.8231,,23.8195,,18.2104,145.468,11.3401,147.022,11.3476,42.8132,5.47023,40.1725,5.43033,0.414502,0.388775,1.21637,16.4462,18.9113,1.16567,9.53121,15.935,120.753,46.2379,65.4243,53.7085,23.4762,18.8044,11.4553,0.0028141,0.0057025,2.12426,1.8558,7.26E+07,
gtx980,cuda65,11/9/2014,,5418.92,172.157,178.271,172.392,47.8161,12.6537,2258.44,2679.66,352.151,546.133,1024,463.005,466.064,34.9411,34.9796,95.2584,93.3919,15.7655,15.716,4885.62,4922.92,2365.87,2374.58,150.518,150.508,135.674,135.666,,196.711,,22.5262,,103.953,,30.161,172.706,6.47896,175.011,6.47939,55.695,3.1698,55.7848,3.17093,4.41796,1.9093,7.35254,29.0842,29.6044,4.32857,23.4707,20.3059,181.498,66.1414,70.5378,59.0014,39.3478,32.3259,8.54615,,,1.86422,1.36387,1.12E+08,6.14909
gtx980,nvocl65,11/9/2014,,5437.47,171.856,176.918,170.393,45.2594,12.9534,2333.17,2690.84,347.268,6.74916,6.73148,88.9562,88.6872,15.5913,15.583,30.449,30.6156,7.21675,7.22607,1522.52,1334.87,1055.54,961.707,143.497,142.535,122.969,122.227,,188.533,,22.4762,,106.672,,30.0905,170.469,6.47796,173.225,6.4856,53.1402,3.16067,55.0613,3.17082,0.900591,0.710383,6.53688,25.5894,23.9667,5.23867,21.8782,18.5033,191.519,77.4897,93.1034,69.3055,33.8652,27.0132,6.45606,6.26E-05,2.88E+11,2.8841,2.12329,1.11E+08,6.02872
hd5670,amdocl26,5/1/2010,,593.721,0,51.7526,24.0908,5.75775,2.11862,135.063,214.813,34.1502,5.84079,6.82097,21.0599,21.0476,11.2417,11.2382,0,0,0,0,86.0876,59.4091,81.278,57.0752,0,0,0,0,,11.9634,,4.29686,,0,,0,37.3404,4.89941,0,0,3.89837,1.72281,0,0,0.0325193,0.0321756,0.512822,2.33393,4.03747,0,0,0,23.6575,0,11.379,10.2503,0,0,5.37106,0.0854373,0.135145,0.164787,0.156269,3.22E+06,
hd5670,amdocl26,5/2/2010,,593.721,0,51.7526,24.0908,5.75775,2.11862,135.063,214.813,34.1502,5.84079,6.82097,21.0599,21.0476,11.2417,11.2382,0,0,0,0,86.0876,59.4091,81.278,57.0752,0,0,0,0,,11.9634,,4.29686,,0,,0,37.3404,4.89941,0,0,3.89837,1.72281,0,0,0.0325193,0.0321756,0.512822,2.33393,4.03747,0,0,0,23.6575,0,11.379,10.2503,0,0,5.37106,0.0854373,0.135145,0.164787,0.156269,3.22E+06,
hd5670,best,5/1/2010,,593.721,0,51.7526,24.0908,5.75775,2.11862,135.063,214.813,34.1502,5.84079,6.82097,21.0599,21.0476,11.2417,11.2382,0,0,0,0,86.0876,59.4091,81.278,57.0752,0,0,0,0,,11.9634,,4.29686,,0,,0,37.3404,4.89941,0,0,3.89837,1.72281,0,0,0.0325193,0.0321756,0.512822,2.33393,4.03747,0,0,0,23.6575,0,11.379,10.2503,0,0,5.37106,0.0854373,0.135145,0.164787,0.156269,3.22E+06,
hd5670,best,5/2/2010,,593.721,0,51.7526,24.0908,5.75775,2.11862,135.063,214.813,34.1502,5.84079,6.82097,21.0599,21.0476,11.2417,11.2382,0,0,0,0,86.0876,59.4091,81.278,57.0752,0,0,0,0,,11.9634,,4.29686,,0,,0,37.3404,4.89941,0,0,3.89837,1.72281,0,0,0.0325193,0.0321756,0.512822,2.33393,4.03747,0,0,0,23.6575,0,11.379,10.2503,0,0,5.37106,0.0854373,0.135145,0.164787,0.156269,3.22E+06,
hd5870,amdocl24,5/1/2010,,2540.88,512.846,130.674,51.884,60.4236,5.84698,617.177,899.561,107.443,4.58652,3.12269,50.053,43.1821,14.8098,14.1439,26.9759,24.2586,8.67289,8.3714,248.083,47.2763,208.115,45.6081,3.53429,16.3144,3.50404,15.6899,,22.5709,,9.7991,,36.1765,,16.7336,107.112,4.532,98.3781,4.73039,12.3054,1.67504,19.9737,1.81327,0.0998069,0.095084,1.1373,4.68649,4.5261,1.0957,4.05231,3.95218,11.035,5.63178,37.5141,29.2494,20.7789,16.0226,2.46096,0.064758,0.192199,,,,
hd5870,amdocl24,5/2/2010,,2540.88,512.846,130.674,51.884,60.4236,5.84698,617.177,899.561,107.443,4.58652,3.12269,50.053,43.1821,14.8098,14.1439,26.9759,24.2586,8.67289,8.3714,248.083,47.2763,208.115,45.6081,3.53429,16.3144,3.50404,15.6899,,22.5709,,9.7991,,36.1765,,16.7336,107.112,4.532,98.3781,4.73039,12.3054,1.67504,19.9737,1.81327,0.0998069,0.095084,1.1373,4.68649,4.5261,1.0957,4.05231,3.95218,11.035,5.63178,37.5141,29.2494,20.7789,16.0226,2.46096,0.064758,0.192199,,,,
hd5870,amdocl26,5/1/2010,,2544.9,517.633,141.556,52.1161,30.9829,5.90244,638.172,921.658,110.924,5.38767,3.01301,91.164,91.0431,19.7837,19.778,39.6583,35.1806,9.66021,9.36972,406.435,111.646,341.985,106.175,140.589,35.7974,111.333,33.5504,,36.9267,,6.09249,,45.9243,,9.57518,124.461,3.90451,124.073,3.90722,12.3546,1.66565,20.3455,1.75915,0.103976,0.0986462,1.2544,8.60655,8.06831,1.11044,5.5666,5.11764,89.6897,45.382,23.909,19.5415,13.0923,10.6418,3.01261,0.081165,0.0954123,0.570597,0.513041,1.99E+07,
hd5870,amdocl26,5/2/2010,,2544.9,517.633,141.556,52.1161,30.9829,5.90244,638.172,921.658,110.924,5.38767,3.01301,91.164,91.0431,19.7837,19.778,39.6583,35.1806,9.66021,9.36972,406.435,111.646,341.985,106.175,140.589,35.7974,111.333,33.5504,,36.9267,,6.09249,,45.9243,,9.57518,124.461,3.90451,124.073,3.90722,12.3546,1.66565,20.3455,1.75915,0.103976,0.0986462,1.2544,8.60655,8.06831,1.11044,5.5666,5.11764,89.6897,45.382,23.909,19.5415,13.0923,10.6418,3.01261,0.081165,0.0954123,0.570597,0.513041,1.99E+07,
hd5870,best,5/1/2010,,2544.9,517.633,141.556,52.1161,60.4236,5.90244,638.172,921.658,110.924,5.38767,3.12269,91.164,91.0431,19.7837,19.778,39.6583,35.1806,9.66021,9.36972,406.435,111.646,341.985,106.175,140.589,35.7974,111.333,33.5504,0,36.9267,0,9.7991,0,45.9243,0,16.7336,124.461,4.532,124.073,4.73039,12.3546,1.67504,20.3455,1.81327,0.103976,0.0986462,1.2544,8.60655,8.06831,1.11044,5.5666,5.11764,89.6897,45.382,37.5141,29.2494,20.7789,16.0226,3.01261,0.081165,0.192199,0.570597,0.513041,19945700,
hd5870,best,5/2/2010,,2544.9,517.633,141.556,52.1161,60.4236,5.90244,638.172,921.658,110.924,5.38767,3.12269,91.164,91.0431,19.7837,19.778,39.6583,35.1806,9.66021,9.36972,406.435,111.646,341.985,106.175,140.589,35.7974,111.333,33.5504,0,36.9267,0,9.7991,0,45.9243,0,16.7336,124.461,4.532,124.073,4.73039,12.3546,1.67504,20.3455,1.81327,0.103976,0.0986462,1.2544,8.60655,8.06831,1.11044,5.5666,5.11764,89.6897,45.382,37.5141,29.2494,20.7789,16.0226,3.01261,0.081165,0.192199,0.570597,0.513041,19945700,
hd7970,amdocl26,5/1/2010,,3711.66,926.029,228.586,120.528,51.0855,6.35524,1134.01,1346.84,155.679,1.74008,1.14494,281.999,280.435,9.37922,9.37748,59.4123,36.9486,4.50253,4.30422,1597.5,511.63,889.974,407.951,429.065,502.704,259.201,284.339,,51.0952,,14.9209,,53.7061,,15.1465,49.0045,5.97379,50.1613,6.01537,27.332,1.38521,32.9001,2.06581,0.496652,0.370546,1.72091,17.7445,12.3671,1.69784,9.81945,7.55368,87.5492,56.0131,93.5681,52.6937,40.2809,25.4997,3.41388,0.0791677,0.126948,4.01208,2.20591,2.35E+07,
hd7970,amdocl26,5/2/2010,,3711.66,926.029,228.586,120.528,51.0855,6.35524,1134.01,1346.84,155.679,1.74008,1.14494,281.999,280.435,9.37922,9.37748,59.4123,36.9486,4.50253,4.30422,1597.5,511.63,889.974,407.951,429.065,502.704,259.201,284.339,,51.0952,,14.9209,,53.7061,,15.1465,49.0045,5.97379,50.1613,6.01537,27.332,1.38521,32.9001,2.06581,0.496652,0.370546,1.72091,17.7445,12.3671,1.69784,9.81945,7.55368,87.5492,56.0131,93.5681,52.6937,40.2809,25.4997,3.41388,0.0791677,0.126948,4.01208,2.20591,2.35E+07,
hd7970,best,5/1/2010,,3711.66,926.029,228.586,120.528,51.0855,6.35524,1134.01,1346.84,155.679,1.74008,1.14494,281.999,280.435,9.37922,9.37748,59.4123,36.9486,4.50253,4.30422,1597.5,511.63,889.974,407.951,429.065,502.704,259.201,284.339,,51.0952,,14.9209,,53.7061,,15.1465,49.0045,5.97379,50.1613,6.01537,27.332,1.38521,32.9001,2.06581,0.496652,0.370546,1.72091,17.7445,12.3671,1.69784,9.81945,7.55368,87.5492,56.0131,93.5681,52.6937,40.2809,25.4997,3.41388,0.0791677,0.126948,4.01208,2.20591,2.35E+07,
hd7970,best,5/2/2010,,3711.66,926.029,228.586,120.528,51.0855,6.35524,1134.01,1346.84,155.679,1.74008,1.14494,281.999,280.435,9.37922,9.37748,59.4123,36.9486,4.50253,4.30422,1597.5,511.63,889.974,407.951,429.065,502.704,259.201,284.339,,51.0952,,14.9209,,53.7061,,15.1465,49.0045,5.97379,50.1613,6.01537,27.332,1.38521,32.9001,2.06581,0.496652,0.370546,1.72091,17.7445,12.3671,1.69784,9.81945,7.55368,87.5492,56.0131,93.5681,52.6937,40.2809,25.4997,3.41388,0.0791677,0.126948,4.01208,2.20591,2.35E+07,
ion,cuda32,5/1/2010,,36.871,0,5.897,4.262,0.42,0.45,,,,2.447,2.436,12.79,12.46,6.607,6.52,0,0,0,0,19.51,18.86,19.055,18.4392,0,0,0,0,,1.4,,1.22,0,0,0,0,7.41,1.82,0,0,1.39,0.645(estimated),0,0,0.061,0.0587,0.099,0.24,0.35,0,0,0,22.62,0,2.11,2.07,0,0,,,,,,,
ion,cuda32,5/2/2010,,36.871,0,5.897,4.262,0.42,0.45,,,,2.447,2.436,12.79,12.46,6.607,6.52,0,0,0,0,19.51,18.86,19.055,18.4392,0,0,0,0,,1.4,,1.22,0,0,0,0,7.41,1.82,0,0,1.39,0.645(estimated),0,0,0.061,0.0587,0.099,0.24,0.35,0,0,0,22.62,0,2.11,2.07,0,0,,,,,,,
ion,cuda40,5/1/2010,,36.8729,0,6.43549,4.22296,0.408191,0.4487,14.0434,16.3029,11.2414,2.43271,2.43522,12.5645,12.3979,6.5445,6.49901,0,0,0,0,19.5359,18.8519,19.0823,18.4292,0,0,0,0,,1.3826,,1.20022,,0,,0,7.41413,1.82064,0,0,0,0,0,0,0.0610289,0.0581089,0.0977776,0.232452,0.350545,0,0,0,22.6913,0,2.1466,2.11161,0,0,1.81358,,,,,,
ion,cuda40,5/2/2010,,36.8729,0,6.43549,4.22296,0.408191,0.4487,14.0434,16.3029,11.2414,2.43271,2.43522,12.5645,12.3979,6.5445,6.49901,0,0,0,0,19.5359,18.8519,19.0823,18.4292,0,0,0,0,,1.3826,,1.20022,,0,,0,7.41413,1.82064,0,0,0,0,0,0,0.0610289,0.0581089,0.0977776,0.232452,0.350545,0,0,0,22.6913,0,2.1466,2.11161,0,0,1.81358,,,,,,
ion,nvocl32,5/1/2010,,34.74,0,7.21,2.58,0.41,0.4,,,,2.434,2.436,1.93,1.54,,,0,0,,,9.122,12.29,8.98,12.0449,0,0,0,0,,1.41,,1.22,,0,,0,7.01,1.8,0,0,,,,,,,0.099,0.2148,0.236,0,0,0,27.4,0,3.25,3.07,0,0,,,,,,,
ion,nvocl32,5/2/2010,,34.74,0,7.21,2.58,0.41,0.4,,,,2.434,2.436,1.93,1.54,,,0,0,,,9.122,12.29,8.98,12.0449,0,0,0,0,,1.41,,1.22,,0,,0,7.01,1.8,0,0,,,,,,,0.099,0.2148,0.236,0,0,0,27.4,0,3.25,3.07,0,0,,,,,,,
ion,nvocl40,5/1/2010,,34.6078,0,7.06329,4.2216,0.401863,0.456374,14.3751,16.8009,8.89468,2.43302,2.43564,0,0,2086.68,2086.68,0,0,0,0,9.16824,12.2778,9.03282,12.0366,0,0,0,0,,1.39356,,1.20969,,0,,0,6.91973,1.79915,0,0,1.36879,0.644183,0,0,0.113194,0.103562,0.0889293,0.212454,0.234257,0,0,0,27.9027,0,2.30009,2.22279,0,0,1.75834,0.00448689,0.0538937,,,,
ion,nvocl40,5/2/2010,,34.6078,0,7.06329,4.2216,0.401863,0.456374,14.3751,16.8009,8.89468,2.43302,2.43564,0,0,2086.68,2086.68,0,0,0,0,9.16824,12.2778,9.03282,12.0366,0,0,0,0,,1.39356,,1.20969,,0,,0,6.91973,1.79915,0,0,1.36879,0.644183,0,0,0.113194,0.103562,0.0889293,0.212454,0.234257,0,0,0,27.9027,0,2.30009,2.22279,0,0,1.75834,0.00448689,0.0538937,,,,
llano,amdocl26,5/1/2010,,466.018,0,15.84446667,11.44803333,8.38761,0.936710667,105.8156667,170.0546667,22.83723333,5.224686667,6.66814,16.60616667,16.5759,10.58706667,10.5747,,,,,69.77503333,70.8369,66.2957,67.24753333,,,,,,4.46181,,3.84593,,,,,14.86093333,5.87844,,,2.839966667,1.852286667,,,0.026386333,0.026260333,0.414675333,3.330086667,5.497093333,,,,3.858936667,,12.59316667,11.80753333,,,3.62462,0.095605567,0.1306125,,,,
llano,amdocl26,5/2/2010,,466.018,0,15.84446667,11.44803333,8.38761,0.936710667,105.8156667,170.0546667,22.83723333,5.224686667,6.66814,16.60616667,16.5759,10.58706667,10.5747,,,,,69.77503333,70.8369,66.2957,67.24753333,,,,,,4.46181,,3.84593,,,,,14.86093333,5.87844,,,2.839966667,1.852286667,,,0.026386333,0.026260333,0.414675333,3.330086667,5.497093333,,,,3.858936667,,12.59316667,11.80753333,,,3.62462,0.095605567,0.1306125,,,,
llano,best,5/1/2010,,466.018,0,15.84446667,11.44803333,8.38761,0.936710667,105.8156667,170.0546667,22.83723333,5.224686667,6.66814,16.60616667,16.5759,10.58706667,10.5747,,,,,69.77503333,70.8369,66.2957,67.24753333,,,,,,4.46181,,3.84593,,,,,14.86093333,5.87844,,,2.839966667,1.852286667,,,0.026386333,0.026260333,0.414675333,3.330086667,5.497093333,,,,3.858936667,,12.59316667,11.80753333,,,3.62462,0.095605567,0.1306125,,,,
llano,best,5/2/2010,,466.018,0,15.84446667,11.44803333,8.38761,0.936710667,105.8156667,170.0546667,22.83723333,5.224686667,6.66814,16.60616667,16.5759,10.58706667,10.5747,,,,,69.77503333,70.8369,66.2957,67.24753333,,,,,,4.46181,,3.84593,,,,,14.86093333,5.87844,,,2.839966667,1.852286667,,,0.026386333,0.026260333,0.414675333,3.330086667,5.497093333,,,,3.858936667,,12.59316667,11.80753333,,,3.62462,0.095605567,0.1306125,,,,
trinity1,amdocl29,8/19/2014,,36.3989,24.2746,0.572818,0.257892,19.324,19.1321,27.1721,21.806,5.25704,18.5045,18.5806,1.89185,1.91001,1.4758,1.48683,1.21559,1.22573,0.917664,0.923433,5.22632,2.8096,5.05078,2.7437,4.56737,2.10287,3.79323,1.92462,,2.39206,,1.48549,,3.76611,,2.52316,2.3674,1.38646,3.49622,1.68836,0.332064,0.220537,0.528573,0.396947,0.00292502,0.00291213,0.251858,0.0506046,0.31542,,,,2.14809,2.06325,0.460521,0.457052,0.312776,0.311887,2.58938,0.0462746,0.00571905,0.0192974,0.0190326,544864,0.0385999
m2070ecc,best,5/1/2010,,1008.16,509.373,91.9339,101.061,15.001,3.99815,392.19,469.638,86.6135,6.04422,6.63311,293.38,294.222,30.415,30.422,138.757,139.115,15.15,15.15,665.943,728.895,559.322,621.23,315.373,315.759,251.481,251.726,0,29.23,0,12.47,0,38.4023,0,19.03,92.2306,5.62497,92.8091,5.62773,27.8924,2.78418,20.4351,2.68912,1.66,1.085,1.56181,9.91,10.6339,1.36587,8.86771,7.92641,74.0053,37.0582,46.1455,39.8073,26.2444,22.4073,7.12509,0.00817508,0.0200568,1.02161,0.88068,35637700,
m2070ecc,best,5/2/2010,,1008.16,509.373,91.9339,101.061,15.001,3.99815,392.19,469.638,86.6135,6.04422,6.63311,293.38,294.222,30.415,30.422,138.757,139.115,15.15,15.15,665.943,728.895,559.322,621.23,315.373,315.759,251.481,251.726,0,29.23,0,12.47,0,38.4023,0,19.03,92.2306,5.62497,92.8091,5.62773,27.8924,2.78418,20.4351,2.68912,1.66,1.085,1.56181,9.91,10.6339,1.36587,8.86771,7.92641,74.0053,37.0582,46.1455,39.8073,26.2444,22.4073,7.12509,0.00817508,0.0200568,1.02161,0.88068,35637700,
m2070ecc,cuda32,5/1/2010,,990.431,480.849,86.678,100.734,11.95,3.82,,,,6.002,6,293.38,294.169,30.415,30.422,138.7,138.962,15.15,15.15,613.93,613.041,535.418,534.58,297.237,296.93,239.889,239.686,,27.77,,12.47,,38.33,,19.03,89.73,5.617,90.58,5.62,25.74,2.889(estimated),18.14,2.759(estimated),1.66,1.085,0.681,9.91,7.57,0.64,8.75,6.19,7.13,5.33,44.5,37.81,23.62,20.72,,,,,,,
m2070ecc,cuda32,5/2/2010,,990.431,480.849,86.678,100.734,11.95,3.82,,,,6.002,6,293.38,294.169,30.415,30.422,138.7,138.962,15.15,15.15,613.93,613.041,535.418,534.58,297.237,296.93,239.889,239.686,,27.77,,12.47,,38.33,,19.03,89.73,5.617,90.58,5.62,25.74,2.889(estimated),18.14,2.759(estimated),1.66,1.085,0.681,9.91,7.57,0.64,8.75,6.19,7.13,5.33,44.5,37.81,23.62,20.72,,,,,,,
m2070ecc,cuda40,5/1/2010,,1002.81,503.293,87.0624,100.924,11.8993,3.71852,372.94,421.533,71.0263,6.02812,6.56484,293.137,294.222,30.3587,30.3703,138.757,139.115,15.1222,15.1264,613.205,612.151,535.215,534.411,297.217,296.908,239.852,239.651,,27.5579,,12.4049,,38.4023,,17.6237,89.8526,5.61491,90.6112,5.61715,27.8924,2.917(estimated),19.6069,2.794(estimated),1.64798,1.07934,0.682207,9.89676,7.62099,0.645264,8.75262,6.20558,3.68076,5.3564,41.8095,37.196,23.4977,20.6305,7.12509,,,,,,
m2070ecc,cuda40,5/2/2010,,1002.81,503.293,87.0624,100.924,11.8993,3.71852,372.94,421.533,71.0263,6.02812,6.56484,293.137,294.222,30.3587,30.3703,138.757,139.115,15.1222,15.1264,613.205,612.151,535.215,534.411,297.217,296.908,239.852,239.651,,27.5579,,12.4049,,38.4023,,17.6237,89.8526,5.61491,90.6112,5.61715,27.8924,2.917(estimated),19.6069,2.794(estimated),1.64798,1.07934,0.682207,9.89676,7.62099,0.645264,8.75262,6.20558,3.68076,5.3564,41.8095,37.196,23.4977,20.6305,7.12509,,,,,,
m2070ecc,cuda41,5/1/2010,,1008.16,509.192,85.9027,100.677,8.61824,3.73773,370.078,440.533,86.6135,6.04422,6.55204,162.815,119.771,28.0889,26.449,123.503,84.6479,14.9258,14.1413,645.116,728.895,559.322,621.23,315.373,315.759,251.481,251.726,,28.0003,,11.4612,,32.4574,,16.195,89.4869,5.61719,90.1919,5.62209,27.7532,2.913(estimated),19.4826,2.789(estimated),1.58043,1.0503,1.45716,9.78475,10.6339,1.32495,8.86771,7.92641,48.0906,27.0627,45.1312,39.8073,25.8337,22.4073,7.12005,,,0.538543,0.483152,3.18E+07,
m2070ecc,cuda41,5/2/2010,,1008.16,509.192,85.9027,100.677,8.61824,3.73773,370.078,440.533,86.6135,6.04422,6.55204,162.815,119.771,28.0889,26.449,123.503,84.6479,14.9258,14.1413,645.116,728.895,559.322,621.23,315.373,315.759,251.481,251.726,,28.0003,,11.4612,,32.4574,,16.195,89.4869,5.61719,90.1919,5.62209,27.7532,2.913(estimated),19.4826,2.789(estimated),1.58043,1.0503,1.45716,9.78475,10.6339,1.32495,8.86771,7.92641,48.0906,27.0627,45.1312,39.8073,25.8337,22.4073,7.12005,,,0.538543,0.483152,3.18E+07,
m2070ecc,cuda50,5/1/2010,,1001.19,509.161,89.6652,101.061,9.2011,3.99815,362.76,441.712,84.9112,4.98214,3.2626,162.517,160.228,23.1662,23.1192,121.363,117.692,12.1571,12.1192,665.943,711.612,509.592,535.911,314.184,312.596,221.537,220.746,,25.1782,,10.3613,,35.2594,,15.7651,92.2306,4.5613,92.8091,4.56135,27.7096,0.919(estimated),20.4351,0.908(estimated),1.62941,0.74169,1.56181,9.62854,10.2526,1.36587,8.40256,7.62472,64.4511,33.1286,46.1455,35.2779,26.2444,19.4425,3.8952,,,0.584879,0.48692,3.56E+07,
m2070ecc,cuda50,5/2/2010,,1001.19,509.161,89.6652,101.061,9.2011,3.99815,362.76,441.712,84.9112,4.98214,3.2626,162.517,160.228,23.1662,23.1192,121.363,117.692,12.1571,12.1192,665.943,711.612,509.592,535.911,314.184,312.596,221.537,220.746,,25.1782,,10.3613,,35.2594,,15.7651,92.2306,4.5613,92.8091,4.56135,27.7096,0.919(estimated),20.4351,0.908(estimated),1.62941,0.74169,1.56181,9.62854,10.2526,1.36587,8.40256,7.62472,64.4511,33.1286,46.1455,35.2779,26.2444,19.4425,3.8952,,,0.584879,0.48692,3.56E+07,
m2070ecc,nvocl32,5/1/2010,,982.37,496.11,88.39,99.85,14.77,3.74,,,,6.006,6.422,55.86,53.9,,,21.78,18.44,,,412.109,404.765,363.411,357.633,170.862,158.163,139.24,130.735,,29.23,,11.5,,22.99,,14.27,87.87,5.62,88.64,5.621,22.2122,2.73592,15.7461,2.60405,0.84,0.525,0.679,4.49,6.244,0.647,3.628,4.147,3.977,5.501,44.81,36.48,21.13,17.31,,,,,,,
m2070ecc,nvocl32,5/2/2010,,982.37,496.11,88.39,99.85,14.77,3.74,,,,6.006,6.422,55.86,53.9,,,21.78,18.44,,,412.109,404.765,363.411,357.633,170.862,158.163,139.24,130.735,,29.23,,11.5,,22.99,,14.27,87.87,5.62,88.64,5.621,22.2122,2.73592,15.7461,2.60405,0.84,0.525,0.679,4.49,6.244,0.647,3.628,4.147,3.977,5.501,44.81,36.48,21.13,17.31,,,,,,,
